Category,Root,Word Form 1,Word Form 2,Word Form 3,Word Form 4
Noun_f_rednt_e,सक्तिया,सक्तिये/सक्तियइ/सक्तियै,सक्तिये/सक्तियइ/सक्तियै,सक्तिये/सक्तियइ/सक्तियै,सक्तियनइ/सक्तियने/सक्तियनै
Noun_f_rednt_e,बहुवा,बहुवे/बहुवइ/बहुवै,बहुवे/बहुवइ/बहुवै,बहुवे/बहुवइ/बहुवै,बहुवनइ/बहुवने/बहुवनै
Noun_f_rednt_e,ऋतुवा,ऋतुवे/ऋतुवै/ऋतुवइ,ऋतुवे/ऋतुवै/ऋतुवइ,ऋतुवे/ऋतुवै/ऋतुवइ,ऋतुवने/ऋतुवनै/ऋतुव्नइ
Noun_f_rednt_e,भोरवा,भोरवे/भोरवइ/भोरवै,भोरवे/भोरवइ/भोरवै,भोरवे/भोरवइ/भोरवै,भोरवनइ/भोरवने/भोरवनै
Noun_f_rednt_e,भरसइंयां,भरसइंयें/भरसइंयैं/भरसइंयइं/भरसइंयेँ/भरसइंयैँ/भरसइंयइँ/भरसइँयें/भरसइँयैं/भरसइँयइं/भरसइँयेँ/भरसइँयैँ/भरसइँयइँ,भरसइंयनें/भरसइंयनइं/भरसइंयनैं/भरसइंयनेँ/भरसइंयनइँ/भरसइंयनैँ/भरसइँयनेँ/भरसइँयनइँ/भरसइँयनैँ/भरसइँयनें/भरसइँयनइं/भरसइँयनैं,भरसइंयें/भरसइंयैं/भरसइंयइं/भरसइंयेँ/भरसइंयैँ/भरसइंयइँ/भरसइँयें/भरसइँयैं/भरसइँयइं/भरसइँयेँ/भरसइँयैँ/भरसइँयइँ,भरसइंयनें/भरसइंयनइं/भरसइंयनैं/भरसइंयनेँ/भरसइंयनइँ/भरसइंयनैँ/भरसइँयनेँ/भरसइँयनइँ/भरसइँयनैँ/भरसइँयनें/भरसइँयनइं/भरसइँयनैं
Noun_f_rednt_e,भौंवां,भौंवें/भौँवेँ/भौंवइं/भौँवइँ/भौंवैं/भौँवैँ/भौंवेँ/भौँवें/भौंवइँ/भौँवइं/भौंवैँ/भौँवैं,भौंवने/भौंवनइ/भौंवनइ/भोँवने/भोँवनइ/भोँवनै,भौंवें/भौँवेँ/भौंवइं/भौँवइँ/भौंवैं/भौँवैँ/भौंवेँ/भौँवें/भौंवइँ/भौँवइं/भौंवैँ/भौँवैं,भौंवने/भोँवने/भौंवनइ/भौँवनइ/भौंवनै/भोँवनैए/
Noun_f_rednt_e,फोटों,फोटोंइयें/फोटोँइयेँ/फोटोंइयेँ/फोटोँइयें/फोटोंइयैं/फोटोँइयैँ/फोटोंइयैँ/फोटोँइयैं/फोटोंइयइं/फोटोँइयइँ/फोटोंइयइँ/फोटोँइयइं,फोटोंइयें/फोटोँइयेँ/फोटोंइयेँ/फोटोँइयें/फोटोंइयैं/फोटोँइयैँ/फोटोंइयैँ/फोटोँइयैं/फोटोंइयइं/फोटोँइयइँ/फोटोंइयइँ/फोटोँइयइं,फोटोंइयें/फोटोँइयेँ/फोटोंइयेँ/फोटोँइयें/फोटोंइयैं/फोटोँइयैँ/फोटोंइयैँ/फोटोँइयैं/फोटोंइयइं/फोटोँइयइँ/फोटोंइयइँ/फोटोँइयइं,फोटोंइयने/फोटोँइयने/फोटोंइयनइ/फोटोँइयनइ/फोटोंइयनै/फोटोँइयनै
Noun_f_rednt_e,भुइंयां,भुइंयें/भुइँयेँ/भुइंयेँ/भुइँयें/भुइंयइं/भुइँयइँ/भुइंयइँ/भुइँयइं/भुइंयैं/भुइँयैँ/भुइंयैँ/भुइँयैं,भुइंयनइ/भुइँयनइ/भुइंयने/भुइँयने/भुइंयनै/भुइँयनै,भुइंयें/भुइँयेँ/भुइंयेँ/भुइँयें/भुइंयइं/भुइँयइँ/भुइंयइँ/भुइँयइं/भुइंयैं/भुइँयैँ/भुइंयैँ/भुइँयैं,भुइंयनइ/भुइँयनइ/भुइंयने/भुइँयने/भुइंयनै/भुइँयनै
Noun_f_rednt_e,फोटोइया,फोटोइये/फोटोइयइ/फोटोइऐ,फोटोइये/फोटोइयइ/फोटोइऐ,फोटोइये/फोटोइयइ/फोटोइऐ,फोटोइयने/फोट्यनइ/फोटनै
Noun_f_rednt_e1,लड़किया,लड़कियो/लड़कियौ/लड़कियउ,लड़कियनो/लड़कियनौ/लड़कियनउ/लड़किअनो/लड़किअनौ/लड़किअनउ,लड़कियो/लड़कियौ/लड़कियउ,लड़कियनो/लड़कियनौ/लड़कियनउ/लड़किअनो/लड़किअनौ/लड़किअनउ
Noun_f_rednt_e1,मइया,मइयो/मइयौ/मइयउ/मइओ/मइअउ/मइऔ,मइयनो/मइयनौ/मइयनउ/मइअनो/मइअनौ/मइअनउ,मइयो/मइयौ/मइयउ/मइओ/मइअउ/मइऔ,मइयनो/मइयनौ/मइयनउ/मइअनो/मइअनौ/मइअनउ
Noun_f_rednt_e1,रतिया,रतियो/रतियौ/रतियउ/रतिओ/रतिअउ/रतिऔ,रतियो/रतियौ/रतियउ/रतिओ/रतिअउ/रतिऔ,रतियो/रतियौ/रतियउ/रतिओ/रतिअउ/रतिऔ,रतियनो/रतियनौ/रतियनउ/रतिअनो/रतिअनौ/रतिअनउ
Noun_f_rednt_e1,औरतिया,औरतियो/औरतियौ/औरतियउ/औरतिओ/औरतिऔ/औरतिअउ,औरतियनो/औरतियनौ/औरतियनउ/औरतिअनो/औरतिअनौ/औरतिअनउ,औरतियो/औरतियौ/औरतियउ/औरतिओ/औरतिऔ/औरतिअउ,औरतियनो/औरतियनौ/औरतियनउ/औरतिअनो/औरतिअनौ/औरतिअनउ
Noun_f_rednt_e1,भसवा,भसवो/भसवौ/भसवउ,भसवो/भसवौ/भसवउ,भसवो/भसवौ/भसवउ,भसवनो/भसवनौ/भसवनउ
Noun_f_rednt_e1,लउवा,लउवो/लउवउ/लउवौ/लउओ/लउअउ/लउऔ,लउवनो/लउअनो/लउवनउ/लउअनउ/लउवनौ/लउअनौ/,लउवो/लउवउ/लउवौ/लउओ/लउअउ/लउऔ,लउवनो/लउअनो/लउवनउ/लउअनउ/लउवनौ/लउअनौ/
Noun_f_rednt_e1,गुड़ियवा,गुड़ियवो/गुड़िअवो/गुड़ियवउ/गुड़िअवउ/गुड़ियवौ/गुड़िअवौ,गुड़ियवो/गुड़िअवो/गुड़ियवउ/गुड़िअवउ/गुड़ियवौ/गुड़िअवौ,गुड़ियवो/गुड़िअवो/गुड़ियवउ/गुड़िअवउ/गुड़ियवौ/गुड़िअवौ,गुड़ियवनो/गुड़ियवनौ/गुड़ियवनउ/गुड़िअवनो/गुड़िअवनउ/गुड़िअवनौ
Noun_f_rednt_e1,सक्तिया,सक्तियो/सक्तियौ/सक्तियउ,सक्तियो/सक्तियौ/सक्तियउ,सक्तियो/सक्तियौ/सक्तियउ,सक्तियनो/सक्तियनौ/सक्तियनउ
Noun_f_rednt_e1,बहुवा,बहुवो/बहुवौ/बहुवउ,बहुवो/बहुवौ/बहुवउ,बहुवो/बहुवौ/बहुवउ,बहुवनो/बहुवनौ/बहुवनउ
Noun_f_rednt_e1,ऋतुवा,ऋतुवो/ऋतुवौ/ऋतुवउ,ऋतुवो/ऋतुवौ/ऋतुवउ,ऋतुवो/ऋतुवौ/ऋतुवउ,ऋतुवनो/ऋतुवनौ/ऋतुवनउ
Noun_f_rednt_e1,भोरवा,भोरवो/भोरवौ/भोरवउ,भोरवो/भोरवौ/भोरवउ,भोरवो/भोरवौ/भोरवउ,भोरवनो/भोरवनौ/भोरवनउ
Noun_f_rednt_e1,भरसइंयां,भरसइंयों/भरसइंयौं/भरसइंयउं/भरसइंयोँ/भरसइंयौँ/भरसइंयउँ/भरसइँयों/भरसइँयौं/भरसइँयउं/भरसइँयोँ/भरसइँयौँ/भरसइँयउँ,भरसइंयनों/भरसइंयनउं/भरसइंयनौं/भरसइंयनोँ/भरसइंयनउँ/भरसइंयनौँ/भरसइँयनोँ/भरसइँयनउँ/भरसइँयनौँ/भरसइँयनों/भरसइँयनउं/भरसइँयनौं,भरसइंयों/भरसइंयौं/भरसइंयउं/भरसइंयोँ/भरसइंयौँ/भरसइंयउँ/भरसइँयों/भरसइँयौं/भरसइँयउं/भरसइँयोँ/भरसइँयौँ/भरसइँयउँ,भरसइंयनों/भरसइंयनउं/भरसइंयनौं/भरसइंयनोँ/भरसइंयनउँ/भरसइंयनौँ/भरसइँयनोँ/भरसइँयनउँ/भरसइँयनौँ/भरसइँयनों/भरसइँयनउं/भरसइँयनौं
Noun_f_rednt_e1,भौंवां,भौंवों/भौँवोँ/भौंवउं/भौँवउँ/भौंवौं/भौँवौँ/भौंवोँ/भौँवों/भौंवउँ/भौँवं/भौंवौँ/भौँवौं,भौंवनो/भोँवनो/भौंवनउ/भोँवनउ/भौंवनौ/भोँवनौ,भौंवों/भौँवोँ/भौंवउं/भौँवउँ/भौंवौं/भौँवौँ/भौंवोँ/भौँवों/भौंवउँ/भौँवं/भौंवौँ/भौँवौं,भौंवनो/भोँवनो/भौंवनउ/भोँवनउ/भौंवनौ/भोँवनौ
Noun_f_rednt_e1,फोटों,फोटोंइयों/फोटोँइयोँ/फोटोंइयोँ/फोटोँइयों/फोटोंइयौं/फोटोँइयौँ/फोटोंइयौँ/फोटोँइयौं/फोटोंइयउं/फोटोँइयउँ/फोटोंइयउँ/फोटोँइयउं,फोटोंइयों/फोटोँइयोँ/फोटोंइयोँ/फोटोँइयों/फोटोंइयौं/फोटोँइयौँ/फोटोंइयौँ/फोटोँइयौं/फोटोंइयउं/फोटोँइयउँ/फोटोंइयउँ/फोटोँइयउं,फोटोंइयों/फोटोँइयोँ/फोटोंइयोँ/फोटोँइयों/फोटोंइयौं/फोटोँइयौँ/फोटोंइयौँ/फोटोँइयौं/फोटोंइयउं/फोटोँइयउँ/फोटोंइयउँ/फोटोँइयउं,फोटोंइयनो/फोटोँइयनो/फोटोंइयनौ/फोटोँइयनौ/फोटोंइयनउ/फोटोँइयनउ
Noun_f_rednt_e1,भुइंयां,भुइंयों/भुइँयोँ/भुइंयोँ/भुइँयों/भुइंयउं/भुइँयउँ/भुइंयउँ/भुइँयउं/भुइंयौं/भुइँयौँ/भुइंयौँ/भुइँयौं,भुइंयनउ/भुइँयनउ/भुइंयनौ/भुइँयनौ/भुइंयनो/भुइँयनो,भुइंयों/भुइँयोँ/भुइंयोँ/भुइँयों/भुइंयउं/भुइँयउँ/भुइंयउँ/भुइँयउं/भुइंयौं/भुइँयौँ/भुइंयौँ/भुइँयौं,भुइंयनउ/भुइँयनउ/भुइंयनौ/भुइँयनौ/भुइंयनो/भुइँयनो
Noun_f_rednt_e1,फोटोइया,फोटोइयो/फोटोइयउ/फोटोइऔ,फोटोइयो/फोटोइयउ/फोटोइऔ,फोटोइयो/फोटोइयउ/फोटोइऔ,फोटोइयनो/फोट्यनउ/फोटनौ
